Pokedex Number;Pokemon Name;Classification;Alternate Form Name;Legendary Type;Pokemon Height;Pokemon Weight;Primary Type;Secondary Type;Primary Ability;Secondary Ability;Attack Stat;Defense Stat;Special Attack Stat;Special Defense Stat;Speed Stat;Base Stat Total
525;Boldore;Ore Pokémon;NULL;NULL;9;1020;Rock;NULL;Sturdy;Weak Armor;105;105;50;40;20;390
526;Gigalith;Compressed Pokémon;NULL;NULL;17;2600;Rock;NULL;Sturdy;Sand Stream;135;130;60;80;25;515
527;Woobat;Bat Pokémon;NULL;NULL;4;21;Psychic;Flying;Unaware;Klutz;45;43;55;43;72;323
528;Swoobat;Courting Pokémon;NULL;NULL;9;105;Psychic;Flying;Unaware;Klutz;57;55;77;55;114;425
529;Drilbur;Mole Pokémon;NULL;NULL;3;85;Ground;NULL;Sand Rush;Sand Force;85;40;30;45;68;328
530;Excadrill;Subterrene Pokémon;NULL;NULL;7;404;Ground;Steel;Sand Rush;Sand Force;135;60;50;65;88;508
531;Audino;Hearing Pokémon;NULL;NULL;11;310;Normal;NULL;Healer;Regenerator;60;86;60;86;50;445
531;Audino;Hearing Pokémon;Mega;NULL;15;320;Normal;Fairy;Healer;NULL;60;126;80;126;50;545
532;Timburr;Muscular Pokémon;NULL;NULL;6;125;Fighting;NULL;Guts;Sheer Force;80;55;25;35;35;305
533;Gurdurr;Muscular Pokémon;NULL;NULL;12;400;Fighting;NULL;Guts;Sheer Force;105;85;40;50;40;405
534;Conkeldurr;Muscular Pokémon;NULL;NULL;14;870;Fighting;NULL;Guts;Sheer Force;140;95;55;65;45;505
535;Tympole;Tadpole Pokémon;NULL;NULL;5;45;Water;NULL;Swift Swim;Hydration;50;40;50;40;64;294
536;Palpitoad;Vibration Pokémon;NULL;NULL;8;170;Water;Ground;Swift Swim;Hydration;65;55;65;55;69;384
537;Seismitoad;Vibration Pokémon;NULL;NULL;15;620;Water;Ground;Swift Swim;Poison Touch;95;75;85;75;74;509
538;Throh;Judo Pokémon;NULL;NULL;13;555;Fighting;NULL;Guts;Inner Focus;100;85;30;85;45;465
539;Sawk;Karate Pokémon;NULL;NULL;14;410;Fighting;NULL;Sturdy;Inner Focus;125;75;30;75;85;465
540;Sewaddle;Sewing Pokémon;NULL;NULL;3;25;Bug;Grass;Swarm;Chlorophyll;53;70;40;60;42;310
541;Swadloon;Leaf-Wrapped Pokémon;NULL;NULL;5;73;Bug;Grass;Leaf Guard;Chlorophyll;63;90;50;80;42;380
542;Leavanny;Nurturing Pokémon;NULL;NULL;12;205;Bug;Grass;Swarm;Chlorophyll;103;80;70;80;92;500
543;Venipede;Centipede Pokémon;NULL;NULL;4;53;Bug;Poison;Poison Point;Swarm;45;59;30;39;57;260
544;Whirlipede;Curlipede Pokémon;NULL;NULL;12;585;Bug;Poison;Poison Point;Swarm;55;99;40;79;47;360
545;Scolipede;Megapede Pokémon;NULL;NULL;25;2005;Bug;Poison;Poison Point;Swarm;100;89;55;69;112;485
546;Cottonee;Cotton Puff Pokémon;NULL;NULL;3;6;Grass;Fairy;Prankster;Infiltrator;27;60;37;50;66;280
547;Whimsicott;Windveiled Pokémon;NULL;NULL;7;66;Grass;Fairy;Prankster;Infiltrator;67;85;77;75;116;480
548;Petilil;Bulb Pokémon;NULL;NULL;5;66;Grass;NULL;Chlorophyll;Own Tempo;35;50;70;50;30;280
549;Lilligant;Flowering Pokémon;NULL;NULL;11;163;Grass;NULL;Chlorophyll;Own Tempo;60;75;110;75;90;480
549;Lilligant;Spinning Pokémon;Hisui;NULL;12;192;Grass;Fighting;Chlorophyll;Hustle;105;75;50;75;105;480
550;Basculin;Mellow Pokémon;White-Striped;NULL;10;180;Water;NULL;Rattled;Adaptability;92;65;80;55;98;460
550;Basculin;Hostile Pokémon;Blue-Striped;NULL;10;180;Water;NULL;Rock Head;Adaptability;92;65;80;55;98;460
550;Basculin;Hostile Pokémon;NULL;NULL;10;180;Water;NULL;Reckless;Adaptability;92;65;80;55;98;460
551;Sandile;Desert Croc Pokémon;NULL;NULL;7;152;Ground;Dark;Intimidate;Moxie;72;35;35;35;65;292
552;Krokorok;Desert Croc Pokémon;NULL;NULL;10;334;Ground;Dark;Intimidate;Moxie;82;45;45;45;74;351
553;Krookodile;Intimidation Pokémon;NULL;NULL;15;963;Ground;Dark;Intimidate;Moxie;117;80;65;70;92;519
554;Darumaka;Zen Charm Pokémon;NULL;NULL;6;375;Fire;NULL;Hustle;NULL;90;45;15;45;50;315
554;Darumaka;Zen Charm Pokémon;Galar;NULL;7;400;Ice;NULL;Hustle;NULL;90;45;15;45;50;315
555;Darmanitan;Blazing Pokémon;Zen;NULL;13;929;Fire;Psychic;Zen Mode;NULL;30;105;140;105;55;540
555;Darmanitan;Zen Charm Pokémon;Galar;NULL;17;1200;Ice;NULL;Gorilla Tactics;NULL;140;55;30;55;95;480
555;Darmanitan;Zen Charm Pokémon;Galar Zen;NULL;17;1200;Ice;Fire;Zen Mode;NULL;160;55;30;55;135;540
555;Darmanitan;Blazing Pokémon;NULL;NULL;13;929;Fire;NULL;Sheer Force;NULL;140;55;30;55;95;480
556;Maractus;Cactus Pokémon;NULL;NULL;10;280;Grass;NULL;Water Absorb;Chlorophyll;86;67;106;67;60;461
557;Dwebble;Rock Inn Pokémon;NULL;NULL;3;145;Bug;Rock;Sturdy;Shell Armor;65;85;35;35;55;325
558;Crustle;Stone Home Pokémon;NULL;NULL;14;2000;Bug;Rock;Sturdy;Shell Armor;105;125;65;75;45;485
559;Scraggy;Shedding Pokémon;NULL;NULL;6;118;Dark;Fighting;Shed Skin;Moxie;75;70;35;70;48;348
560;Scrafty;Hoodlum Pokémon;NULL;NULL;11;300;Dark;Fighting;Shed Skin;Moxie;90;115;45;115;58;488
561;Sigilyph;Avianoid Pokémon;NULL;NULL;14;140;Psychic;Flying;Wonder Skin;Magic Guard;58;80;103;80;97;490
562;Yamask;Spirit Pokémon;NULL;NULL;5;15;Ghost;NULL;Mummy;NULL;30;85;55;65;30;303
562;Yamask;Spirit Pokémon;Galar;NULL;5;15;Ground;Ghost;Wandering Spirit;NULL;55;85;30;65;30;303
563;Cofagrigus;Coffin Pokémon;NULL;NULL;17;765;Ghost;NULL;Mummy;NULL;50;145;95;105;30;483
564;Tirtouga;Prototurtle Pokémon;NULL;NULL;7;165;Water;Rock;Solid Rock;Sturdy;78;103;53;45;22;355
565;Carracosta;Prototurtle Pokémon;NULL;NULL;12;810;Water;Rock;Solid Rock;Sturdy;108;133;83;65;32;495
566;Archen;First Bird Pokémon;NULL;NULL;5;95;Rock;Flying;Defeatist;NULL;112;45;74;45;70;401
567;Archeops;First Bird Pokémon;NULL;NULL;14;320;Rock;Flying;Defeatist;NULL;140;65;112;65;110;567
568;Trubbish;Trash Bag Pokémon;NULL;NULL;6;310;Poison;NULL;Stench;Sticky Hold;50;62;40;62;65;329
569;Garbodor;Trash Heap Pokémon;NULL;NULL;19;1073;Poison;NULL;Stench;Weak Armor;95;82;60;82;75;474
569;Garbodor;Trash Heap Pokémon;Gigantamax;NULL;210;0;Poison;NULL;Stench;Weak Armor;95;82;60;82;75;474
570;Zorua;Spiteful Fox Pokémon;Hisui;NULL;7;125;Normal;Ghost;Illusion;NULL;60;40;85;40;70;330
570;Zorua;Tricky Fox Pokémon;NULL;NULL;7;125;Dark;NULL;Illusion;NULL;65;40;80;40;65;330
571;Zoroark;Illusion Fox Pokémon;NULL;NULL;16;811;Dark;NULL;Illusion;NULL;105;60;120;60;105;510
571;Zoroark;Baneful Fox Pokémon;Hisui;NULL;16;730;Normal;Ghost;Illusion;NULL;105;60;120;60;105;510
572;Minccino;Chinchilla Pokémon;NULL;NULL;4;58;Normal;NULL;Cute Charm;Technician;50;40;40;40;75;300
573;Cinccino;Scarf Pokémon;NULL;NULL;5;75;Normal;NULL;Cute Charm;Technician;95;60;65;60;115;470
574;Gothita;Fixation Pokémon;NULL;NULL;4;58;Psychic;NULL;Frisk;Competitive;30;50;55;65;45;290
575;Gothorita;Manipulate Pokémon;NULL;NULL;7;180;Psychic;NULL;Frisk;Competitive;45;70;75;85;55;390
576;Gothitelle;Astral Body Pokémon;NULL;NULL;15;440;Psychic;NULL;Frisk;Competitive;55;95;95;110;65;490
577;Solosis;Cell Pokémon;NULL;NULL;3;10;Psychic;NULL;Overcoat;Magic Guard;30;40;105;50;20;290
578;Duosion;Mitosis Pokémon;NULL;NULL;6;80;Psychic;NULL;Overcoat;Magic Guard;40;50;125;60;30;370
579;Reuniclus;Multiplying Pokémon;NULL;NULL;10;201;Psychic;NULL;Overcoat;Magic Guard;65;75;125;85;30;490
580;Ducklett;Water Bird Pokémon;NULL;NULL;5;55;Water;Flying;Keen Eye;Big Pecks;44;50;44;50;55;305
581;Swanna;White Bird Pokémon;NULL;NULL;13;242;Water;Flying;Keen Eye;Big Pecks;87;63;87;63;98;473
582;Vanillite;Fresh Snow Pokémon;NULL;NULL;4;57;Ice;NULL;Ice Body;Snow Cloak;50;50;65;60;44;305
583;Vanillish;Icy Snow Pokémon;NULL;NULL;11;410;Ice;NULL;Ice Body;Snow Cloak;65;65;80;75;59;395
584;Vanilluxe;Snowstorm Pokémon;NULL;NULL;13;575;Ice;NULL;Ice Body;Snow Warning;95;85;110;95;79;535
585;Deerling;Season Pokémon;NULL;NULL;6;195;Normal;Grass;Chlorophyll;Sap Sipper;60;50;40;50;75;335
586;Sawsbuck;Season Pokémon;NULL;NULL;19;925;Normal;Grass;Chlorophyll;Sap Sipper;100;70;60;70;95;475
587;Emolga;Sky Squirrel Pokémon;NULL;NULL;4;50;Electric;Flying;Static;NULL;75;60;75;60;103;428
588;Karrablast;Clamping Pokémon;NULL;NULL;5;59;Bug;NULL;Swarm;Shed Skin;75;45;40;45;60;315
589;Escavalier;Cavalry Pokémon;NULL;NULL;10;330;Bug;Steel;Swarm;Shell Armor;135;105;60;105;20;495
590;Foongus;Mushroom Pokémon;NULL;NULL;2;10;Grass;Poison;Effect Spore;NULL;55;45;55;55;15;294
591;Amoonguss;Mushroom Pokémon;NULL;NULL;6;105;Grass;Poison;Effect Spore;NULL;85;70;85;80;30;464
592;Frillish;Floating Pokémon;NULL;NULL;12;330;Water;Ghost;Water Absorb;Cursed Body;40;50;65;85;40;335
593;Jellicent;Floating Pokémon;NULL;NULL;22;1350;Water;Ghost;Water Absorb;Cursed Body;60;70;85;105;60;480
594;Alomomola;Caring Pokémon;NULL;NULL;12;316;Water;NULL;Healer;Hydration;75;80;40;45;65;470
595;Joltik;Attaching Pokémon;NULL;NULL;1;6;Bug;Electric;Compound Eyes;Unnerve;47;50;57;50;65;319
596;Galvantula;EleSpider Pokémon;NULL;NULL;8;143;Bug;Electric;Compound Eyes;Unnerve;77;60;97;60;108;472
597;Ferroseed;Thorn Seed Pokémon;NULL;NULL;6;188;Grass;Steel;Iron Barbs;NULL;50;91;24;86;10;305
598;Ferrothorn;Thorn Pod Pokémon;NULL;NULL;10;1100;Grass;Steel;Iron Barbs;NULL;94;131;54;116;20;489
599;Klink;Gear Pokémon;NULL;NULL;3;210;Steel;NULL;Plus;Minus;55;70;45;60;30;300
600;Klang;Gear Pokémon;NULL;NULL;6;510;Steel;NULL;Plus;Minus;80;95;70;85;50;440
601;Klinklang;Gear Pokémon;NULL;NULL;6;810;Steel;NULL;Plus;Minus;100;115;70;85;90;520
602;Tynamo;EleFish Pokémon;NULL;NULL;2;3;Electric;NULL;Levitate;NULL;55;40;45;40;60;275
603;Eelektrik;EleFish Pokémon;NULL;NULL;12;220;Electric;NULL;Levitate;NULL;85;70;75;70;40;405
604;Eelektross;EleFish Pokémon;NULL;NULL;21;805;Electric;NULL;Levitate;NULL;115;80;105;80;50;515
605;Elgyem;Cerebral Pokémon;NULL;NULL;5;90;Psychic;NULL;Telepathy;Synchronize;55;55;85;55;30;335
606;Beheeyem;Cerebral Pokémon;NULL;NULL;10;345;Psychic;NULL;Telepathy;Synchronize;75;75;125;95;40;485
607;Litwick;Candle Pokémon;NULL;NULL;3;31;Ghost;Fire;Flash Fire;Flame Body;30;55;65;55;20;275
608;Lampent;Lamp Pokémon;NULL;NULL;6;130;Ghost;Fire;Flash Fire;Flame Body;40;60;95;60;55;370
609;Chandelure;Luring Pokémon;NULL;NULL;10;343;Ghost;Fire;Flash Fire;Flame Body;55;90;145;90;80;520
610;Axew;Tusk Pokémon;NULL;NULL;6;180;Dragon;NULL;Rivalry;Mold Breaker;87;60;30;40;57;320
611;Fraxure;Axe Jaw Pokémon;NULL;NULL;10;360;Dragon;NULL;Rivalry;Mold Breaker;117;70;40;50;67;410
612;Haxorus;Axe Jaw Pokémon;NULL;NULL;18;1055;Dragon;NULL;Rivalry;Mold Breaker;147;90;60;70;97;540
613;Cubchoo;Chill Pokémon;NULL;NULL;5;85;Ice;NULL;Snow Cloak;Slush Rush;70;40;60;40;40;305
614;Beartic;Freezing Pokémon;NULL;NULL;26;2600;Ice;NULL;Snow Cloak;Slush Rush;130;80;70;80;50;505
615;Cryogonal;Crystallizing Pokémon;NULL;NULL;11;1480;Ice;NULL;Levitate;NULL;50;50;95;135;105;515
616;Shelmet;Snail Pokémon;NULL;NULL;4;77;Bug;NULL;Hydration;Shell Armor;40;85;40;65;25;305
617;Accelgor;Shell Out Pokémon;NULL;NULL;8;253;Bug;NULL;Hydration;Sticky Hold;70;40;100;60;145;495
618;Stunfisk;Trap Pokémon;NULL;NULL;7;110;Ground;Electric;Static;Limber;66;84;81;99;32;471
618;Stunfisk;Trap Pokémon;Galar;NULL;7;205;Ground;Steel;Mimicry;NULL;81;99;66;84;32;471
619;Mienfoo;Martial Arts Pokémon;NULL;NULL;9;200;Fighting;NULL;Inner Focus;Regenerator;85;50;55;50;65;350
620;Mienshao;Martial Arts Pokémon;NULL;NULL;14;355;Fighting;NULL;Inner Focus;Regenerator;125;60;95;60;105;510
621;Druddigon;Cave Pokémon;NULL;NULL;16;1390;Dragon;NULL;Rough Skin;Sheer Force;120;90;60;90;48;485
622;Golett;Automaton Pokémon;NULL;NULL;10;920;Ground;Ghost;Iron Fist;Klutz;74;50;35;50;35;303
623;Golurk;Automaton Pokémon;NULL;NULL;28;3300;Ground;Ghost;Iron Fist;Klutz;124;80;55;80;55;483
624;Pawniard;Sharp Blade Pokémon;NULL;NULL;5;102;Dark;Steel;Defiant;Inner Focus;85;70;40;40;60;340
625;Bisharp;Sword Blade Pokémon;NULL;NULL;16;700;Dark;Steel;Defiant;Inner Focus;125;100;60;70;70;490
626;Bouffalant;Bash Buffalo Pokémon;NULL;NULL;16;945;Normal;NULL;Reckless;Sap Sipper;110;95;40;95;55;490
627;Rufflet;Eaglet Pokémon;NULL;NULL;5;105;Normal;Flying;Keen Eye;Sheer Force;83;50;37;50;60;350
628;Braviary;Valiant Pokémon;NULL;NULL;15;410;Normal;Flying;Keen Eye;Sheer Force;123;75;57;75;80;510
628;Braviary;Battle Cry Pokémon;Hisui;NULL;17;434;Psychic;Flying;Keen Eye;Sheer Force;83;70;112;70;65;510
629;Vullaby;Diapered Pokémon;NULL;NULL;5;90;Dark;Flying;Big Pecks;Overcoat;55;75;45;65;60;370
630;Mandibuzz;Bone Vulture Pokémon;NULL;NULL;12;395;Dark;Flying;Big Pecks;Overcoat;65;105;55;95;80;510
631;Heatmor;Anteater Pokémon;NULL;NULL;14;580;Fire;NULL;Gluttony;Flash Fire;97;66;105;66;65;484
632;Durant;Iron Ant Pokémon;NULL;NULL;3;330;Bug;Steel;Swarm;Hustle;109;112;48;48;109;484
633;Deino;Irate Pokémon;NULL;NULL;8;173;Dark;Dragon;Hustle;NULL;65;50;45;50;38;300
634;Zweilous;Hostile Pokémon;NULL;NULL;14;500;Dark;Dragon;Hustle;NULL;85;70;65;70;58;420
635;Hydreigon;Brutal Pokémon;NULL;NULL;18;1600;Dark;Dragon;Levitate;NULL;105;90;125;90;98;600
636;Larvesta;Torch Pokémon;NULL;NULL;11;288;Bug;Fire;Flame Body;NULL;85;55;50;55;60;360
637;Volcarona;Sun Pokémon;NULL;NULL;16;460;Bug;Fire;Flame Body;NULL;60;65;135;105;100;550
638;Cobalion;Iron Will Pokémon;NULL;"""Sub-Legendary""";21;2500;Steel;Fighting;Justified;NULL;90;129;90;72;108;580
639;Terrakion;Cavern Pokémon;NULL;"""Sub-Legendary""";19;2600;Rock;Fighting;Justified;NULL;129;90;72;90;108;580
640;Virizion;Grassland Pokémon;NULL;"""Sub-Legendary""";20;2000;Grass;Fighting;Justified;NULL;90;72;90;129;108;580
641;Tornadus;Cyclone Pokémon;NULL;"""Sub-Legendary""";15;630;Flying;NULL;Prankster;NULL;115;70;125;80;111;580
641;Tornadus;Cyclone Pokémon;Therian;"""Sub-Legendary""";15;630;Flying;NULL;Regenerator;NULL;100;80;110;90;121;580
642;Thundurus;Bolt Strike Pokémon;Therian;"""Sub-Legendary""";30;610;Electric;Flying;Volt Absorb;NULL;105;70;145;80;101;580
642;Thundurus;Bolt Strike Pokémon;NULL;"""Sub-Legendary""";15;610;Electric;Flying;Prankster;NULL;115;70;125;80;111;580
643;Reshiram;Vast White Pokémon;NULL;"""Legendary""";32;3300;Dragon;Fire;Turboblaze;NULL;120;100;150;120;90;680
644;Zekrom;Deep Black Pokémon;NULL;"""Legendary""";29;3450;Dragon;Electric;Teravolt;NULL;150;120;120;100;90;680
645;Landorus;Abundance Pokémon;NULL;"""Sub-Legendary""";15;680;Ground;Flying;Sand Force;NULL;125;90;115;80;101;600
645;Landorus;Abundance Pokémon;Therian;"""Sub-Legendary""";13;680;Ground;Flying;Intimidate;NULL;145;90;105;80;91;600
646;Kyurem;Boundary Pokémon;White;"""Legendary""";36;3250;Dragon;Ice;Turboblaze;NULL;120;90;170;100;95;700
646;Kyurem;Boundary Pokémon;Black;"""Legendary""";33;3250;Dragon;Ice;Teravolt;NULL;170;100;120;90;95;700
646;Kyurem;Boundary Pokémon;NULL;"""Legendary""";30;3250;Dragon;Ice;Pressure;NULL;130;90;130;90;95;660
647;Keldeo;Colt Pokémon;NULL;"""Mythical""";14;485;Water;Fighting;Justified;NULL;72;90;129;90;108;580
648;Meloetta;Melody Pokémon;NULL;"""Mythical""";6;65;Normal;Psychic;Serene Grace;NULL;77;77;128;128;90;600
648;Meloetta;Melody Pokémon;Pirouette;"""Mythical""";6;65;Normal;Fighting;Serene Grace;NULL;128;90;77;77;128;600
649;Genesect;Paleozoic Pokémon;NULL;"""Mythical""";15;825;Bug;Steel;Download;NULL;120;95;120;95;99;600
650;Chespin;Spiky Nut Pokémon;NULL;NULL;4;90;Grass;NULL;Overgrow;NULL;61;65;48;45;38;313
651;Quilladin;Spiky Armor Pokémon;NULL;NULL;7;290;Grass;NULL;Overgrow;NULL;78;95;56;58;57;405
652;Chesnaught;Spiky Armor Pokémon;NULL;NULL;16;900;Grass;Fighting;Overgrow;NULL;107;122;74;75;64;530
653;Fennekin;Fox Pokémon;NULL;NULL;4;94;Fire;NULL;Blaze;NULL;45;40;62;60;60;307
654;Braixen;Fox Pokémon;NULL;NULL;10;145;Fire;NULL;Blaze;NULL;59;58;90;70;73;409
655;Delphox;Fox Pokémon;NULL;NULL;15;390;Fire;Psychic;Blaze;NULL;69;72;114;100;104;534
656;Froakie;Bubble Frog Pokémon;NULL;NULL;3;70;Water;NULL;Torrent;NULL;56;40;62;44;71;314
657;Frogadier;Bubble Frog Pokémon;NULL;NULL;6;109;Water;NULL;Torrent;NULL;63;52;83;56;97;405
658;Greninja;Ninja Pokémon;NULL;NULL;15;400;Water;Dark;Torrent;NULL;95;67;103;71;122;530
658;Greninja;Ninja Pokémon;Ash;NULL;15;400;Water;Dark;Battle Bond;NULL;145;67;153;71;132;640
659;Bunnelby;Digging Pokémon;NULL;NULL;4;50;Normal;NULL;Pickup;Cheek Pouch;36;38;32;36;57;237
660;Diggersby;Digging Pokémon;NULL;NULL;10;424;Normal;Ground;Pickup;Cheek Pouch;56;77;50;77;78;423
661;Fletchling;Tiny Robin Pokémon;NULL;NULL;3;17;Normal;Flying;Big Pecks;NULL;50;43;40;38;62;278
662;Fletchinder;Ember Pokémon;NULL;NULL;7;160;Fire;Flying;Flame Body;NULL;73;55;56;52;84;382
663;Talonflame;Scorching Pokémon;NULL;NULL;12;245;Fire;Flying;Flame Body;NULL;81;71;74;69;126;499
664;Scatterbug;Scatterdust Pokémon;NULL;NULL;3;25;Bug;NULL;Shield Dust;Compound Eyes;35;40;27;25;35;200
665;Spewpa;Scatterdust Pokémon;NULL;NULL;3;84;Bug;NULL;Shed Skin;NULL;22;60;27;30;29;213
666;Vivillon;Scale Pokémon;NULL;NULL;12;170;Bug;Flying;Shield Dust;Compound Eyes;52;50;90;50;89;411
667;Litleo;Lion Cub Pokémon;NULL;NULL;6;135;Fire;Normal;Rivalry;Unnerve;50;58;73;54;72;369
668;Pyroar;Royal Pokémon;NULL;NULL;15;815;Fire;Normal;Rivalry;Unnerve;68;72;109;66;106;507
669;Flabébé;Single Bloom Pokémon;NULL;NULL;1;1;Fairy;NULL;Flower Veil;NULL;38;39;61;79;42;303
670;Floette;Single Bloom Pokémon;NULL;NULL;2;9;Fairy;NULL;Flower Veil;NULL;45;47;75;98;52;371
671;Florges;Garden Pokémon;NULL;NULL;11;100;Fairy;NULL;Flower Veil;NULL;65;68;112;154;75;552
672;Skiddo;Mount Pokémon;NULL;NULL;9;310;Grass;NULL;Sap Sipper;NULL;65;48;62;57;52;350
673;Gogoat;Mount Pokémon;NULL;NULL;17;910;Grass;NULL;Sap Sipper;NULL;100;62;97;81;68;531
674;Pancham;Playful Pokémon;NULL;NULL;6;80;Fighting;NULL;Iron Fist;Mold Breaker;82;62;46;48;43;348
675;Pangoro;Daunting Pokémon;NULL;NULL;21;1360;Fighting;Dark;Iron Fist;Mold Breaker;124;78;69;71;58;495
676;Furfrou;Poodle Pokémon;NULL;NULL;12;280;Normal;NULL;Fur Coat;NULL;80;60;65;90;102;472
677;Espurr;Restraint Pokémon;NULL;NULL;3;35;Psychic;NULL;Keen Eye;Infiltrator;48;54;63;60;68;355
678;Meowstic;Constraint Pokémon;NULL;NULL;6;85;Psychic;NULL;Keen Eye;Infiltrator;48;76;83;81;104;466
678;Meowstic;Constraint Pokémon;Female;NULL;6;85;Psychic;NULL;Keen Eye;Infiltrator;48;76;83;81;104;466
679;Honedge;Sword Pokémon;NULL;NULL;8;20;Steel;Ghost;No Guard;NULL;80;100;35;37;28;325
680;Doublade;Sword Pokémon;NULL;NULL;8;45;Steel;Ghost;No Guard;NULL;110;150;45;49;35;448
681;Aegislash;Royal Sword Pokémon;NULL;NULL;17;530;Steel;Ghost;Stance Change;NULL;50;140;50;140;60;500
681;Aegislash;Royal Sword Pokémon;Blade;NULL;17;530;Steel;Ghost;Stance Change;NULL;140;50;140;50;60;500
682;Spritzee;Perfume Pokémon;NULL;NULL;2;5;Fairy;NULL;Healer;NULL;52;60;63;65;23;341
683;Aromatisse;Fragrance Pokémon;NULL;NULL;8;155;Fairy;NULL;Healer;NULL;72;72;99;89;29;462
684;Swirlix;Cotton Candy Pokémon;NULL;NULL;4;35;Fairy;NULL;Sweet Veil;NULL;48;66;59;57;49;341
685;Slurpuff;Meringue Pokémon;NULL;NULL;8;50;Fairy;NULL;Sweet Veil;NULL;80;86;85;75;72;480
686;Inkay;Revolving Pokémon;NULL;NULL;4;35;Dark;Psychic;Suction Cups;Contrary;54;53;37;46;45;288
687;Malamar;Overturning Pokémon;NULL;NULL;15;470;Dark;Psychic;Suction Cups;Contrary;92;88;68;75;73;482
688;Binacle;Two-Handed Pokémon;NULL;NULL;5;310;Rock;Water;Tough Claws;Sniper;52;67;39;56;50;306
689;Barbaracle;Collective Pokémon;NULL;NULL;13;960;Rock;Water;Tough Claws;Sniper;105;115;54;86;68;500
690;Skrelp;Mock Kelp Pokémon;NULL;NULL;5;73;Poison;Water;Poison Point;Poison Touch;60;60;60;60;30;320
691;Dragalge;Mock Kelp Pokémon;NULL;NULL;18;815;Poison;Dragon;Poison Point;Poison Touch;75;90;97;123;44;494
692;Clauncher;Water Gun Pokémon;NULL;NULL;5;83;Water;NULL;Mega Launcher;NULL;53;62;58;63;44;330
693;Clawitzer;Howitzer Pokémon;NULL;NULL;13;353;Water;NULL;Mega Launcher;NULL;73;88;120;89;59;500
694;Helioptile;Generator Pokémon;NULL;NULL;5;60;Electric;Normal;Dry Skin;Sand Veil;38;33;61;43;70;289
695;Heliolisk;Generator Pokémon;NULL;NULL;10;210;Electric;Normal;Dry Skin;Sand Veil;55;52;109;94;109;481
696;Tyrunt;Royal Heir Pokémon;NULL;NULL;8;260;Rock;Dragon;Strong Jaw;NULL;89;77;45;45;48;362
697;Tyrantrum;Despot Pokémon;NULL;NULL;25;2700;Rock;Dragon;Strong Jaw;NULL;121;119;69;59;71;521
698;Amaura;Tundra Pokémon;NULL;NULL;13;252;Rock;Ice;Refrigerate;NULL;59;50;67;63;46;362
699;Aurorus;Tundra Pokémon;NULL;NULL;27;2250;Rock;Ice;Refrigerate;NULL;77;72;99;92;58;521
700;Sylveon;Interwining Pokémon;NULL;NULL;10;235;Fairy;NULL;Cute Charm;NULL;65;65;110;130;60;525
700;Sylveon;Interwining Pokémon;NULL;NULL;10;235;Fairy;NULL;Cute Charm;NULL;65;65;110;130;60;525
701;Hawlucha;Wrestling Pokémon;NULL;NULL;8;215;Fighting;Flying;Limber;Unburden;92;75;74;63;118;500
702;Dedenne;Antenna Pokémon;NULL;NULL;2;22;Electric;Fairy;Cheek Pouch;Pickup;58;57;81;67;101;431
703;Carbink;Jewel Pokémon;NULL;NULL;3;57;Rock;Fairy;Clear Body;NULL;50;150;50;150;50;500
704;Goomy;Soft Tissue Pokémon;NULL;NULL;3;28;Dragon;NULL;Sap Sipper;Hydration;50;35;55;75;40;300
705;Sliggoo;Soft Tissue Pokémon;NULL;NULL;8;175;Dragon;NULL;Sap Sipper;Hydration;75;53;83;113;60;452
705;Sliggoo;Snail Pokémon;Hisui;NULL;7;685;Steel;Dragon;Sap Sipper;Shell Armor;75;83;83;113;40;452
706;Goodra;Shell Bunker Pokémon;Hisui;NULL;17;3341;Steel;Dragon;Sap Sipper;Shell Armor;100;100;110;150;60;600
706;Goodra;Dragon Pokémon;NULL;NULL;20;1505;Dragon;NULL;Sap Sipper;Hydration;100;70;110;150;80;600
707;Klefki;Key Ring Pokémon;NULL;NULL;2;30;Steel;Fairy;Prankster;NULL;80;91;80;87;75;470
708;Phantump;Stump Pokémon;NULL;NULL;4;70;Ghost;Grass;Natural Cure;Frisk;70;48;50;60;38;309
709;Trevenant;Elder Tree Pokémon;NULL;NULL;15;710;Ghost;Grass;Natural Cure;Frisk;110;76;65;82;56;474
710;Pumpkaboo;Pumpkin Pokémon;NULL;NULL;4;50;Ghost;Grass;Pickup;Frisk;66;70;44;55;51;335
711;Gourgeist;Pumpkin Pokémon;NULL;NULL;9;125;Ghost;Grass;Pickup;Frisk;90;122;58;75;84;494
712;Bergmite;Ice Chunk Pokémon;NULL;NULL;10;995;Ice;NULL;Own Tempo;Ice Body;69;85;32;35;28;304
713;Avalugg;Iceberg Pokémon;NULL;NULL;20;5050;Ice;NULL;Own Tempo;Ice Body;117;184;44;46;28;514
713;Avalugg;Iceberg Pokémon;Hisui;NULL;14;2624;Ice;Rock;Strong Jaw;Ice Body;127;184;34;36;38;514
714;Noibat;Sound Wave Pokémon;NULL;NULL;5;80;Flying;Dragon;Frisk;Infiltrator;30;35;45;40;55;245
715;Noivern;Sound Wave Pokémon;NULL;NULL;15;850;Flying;Dragon;Frisk;Infiltrator;70;80;97;80;123;535
716;Xerneas;Life Pokémon;NULL;"""Legendary""";30;2150;Fairy;NULL;Fairy Aura;NULL;131;95;131;98;99;680
